Script_Id,Script_Title,rt_title,Movie_Release_Date,Script_Date,rt_id,rt_year,rt_critics_score,rt_audience_score,Clean_Script_Title,title_match
775,Perfect Creature,Perfect Creature,7/7/2014,5/4/2014,655804859.0,2006.0,-1.0,37.0,Perfect Creature,1
777,"Perks of Being a Wallflower, The",The Perks of Being a Wallflower,10/12/2014,,771230011.0,2012.0,85.0,89.0,The Perks of Being a Wallflower,1
780,Petulia,Petulia,6/1/1968,3/1/1967,446335917.0,1968.0,91.0,82.0,Petulia,1
784,"Pianist, The",The Pianist,9/2/2014,,14246.0,2002.0,96.0,96.0,The Pianist,1
786,Pineapple Express,Pineapple Express,8/8/2014,11/6/2014,770671939.0,2008.0,68.0,73.0,Pineapple Express,1
791,Platinum Blonde,Platinum Blonde,10/31/2014,,20805.0,1931.0,100.0,66.0,Platinum Blonde,1
794,Point Break,Point Break,,6/13/1905,13320.0,1991.0,68.0,79.0,Point Break,1
796,"Postman, The",The Postman,,11/1/1996,13330.0,1997.0,9.0,49.0,The Postman,1
797,"Power of One, The",The Power of One,,2/1/1990,10312.0,1992.0,39.0,88.0,The Power of One,1
800,Pretty Woman,Pretty Woman,,9/1/1990,13006.0,1990.0,62.0,68.0,Pretty Woman,1
801,Pride and Prejudice,Pride and Prejudice,11/5/2014,,9185.0,2005.0,85.0,90.0,Pride and Prejudice,1
802,Priest,Priest,5/11/2014,,770682648.0,2011.0,16.0,46.0,Priest,1
804,"Private Life of Sherlock Holmes, The",The Private Life of Sherlock Holmes,,,11335.0,1970.0,95.0,73.0,The Private Life of Sherlock Holmes,1
807,Prom Night,Prom Night,7/1/1980,,770680887.0,2008.0,8.0,38.0,Prom Night,1
808,Prometheus,Prometheus,6/12/2014,,771228969.0,2012.0,74.0,69.0,Prometheus,1
810,"Proposal, The",The Proposal,6/9/2014,6/6/2014,770785598.0,2009.0,43.0,68.0,The Proposal,1
812,Public Enemies,Public Enemies,7/9/2014,11/7/2014,770681871.0,2009.0,68.0,59.0,Public Enemies,1
815,Purple Rain,Purple Rain,7/1/1984,,13767.0,1984.0,74.0,80.0,Purple Rain,1
817,Queen of the Damned,Queen of the Damned,,8/1/2000,13541.0,2002.0,17.0,67.0,Queen of the Damned,1
5,127 Hours,127 Hours,11/10/2014,,771028554.0,2010.0,93.0,85.0,127 Hours,1
8,17 Again,17 Again,4/9/2014,10/7/2014,770680214.0,2009.0,55.0,68.0,17 Again,1
11,2012,2012,11/9/2014,2/8/2014,770795544.0,2009.0,39.0,47.0,2012,1
13,30 Minutes or Less,30 Minutes or Less,8/11/2014,12/9/2014,771041151.0,2011.0,45.0,41.0,30 Minutes or Less,1
14,44 Inch Chest,44 Inch Chest,1/10/2014,,770807379.0,2009.0,41.0,36.0,44 Inch Chest,1
17,500 Days of Summer,500 Days of Summer,7/9/2014,,770801801.0,2009.0,87.0,84.0,500 Days of Summer,1
21,A Few Good Men,A Few Good Men,12/1/1992,7/1/1991,15948.0,1992.0,81.0,89.0,A Few Good Men,1
22,A Serious Man,A Serious Man,10/9/2014,6/7/2014,770785948.0,2009.0,89.0,67.0,A Serious Man,1
24,Above the Law,Above the Law,,4/1/1987,14038.0,1988.0,57.0,49.0,Above the Law,1
25,Absolute Power,Absolute Power,,5/1/1996,13603.0,1997.0,45.0,52.0,Absolute Power,1
28,Adaptation,Adaptation,,11/1/2000,13212.0,2002.0,91.0,85.0,Adaptation,1
29,"Addams Family, The",The Addams Family,11/1/1991,4/1/1991,12675.0,1991.0,60.0,66.0,The Addams Family,1
30,"Adjustment Bureau, The",The Adjustment Bureau,3/11/2014,,770810295.0,2011.0,72.0,67.0,The Adjustment Bureau,1
32,Affliction,Affliction,1/1/1999,6/19/1905,16085.0,1997.0,87.0,72.0,Affliction,1
35,Agnes of God,Agnes of God,,,11917.0,2002.0,46.0,56.0,Agnes of God,1
39,Aladdin,Aladdin,,6/14/1905,9941.0,2002.0,-1.0,67.0,Aladdin,1
40,Ali,Ali,12/1/2014,,14265.0,2001.0,67.0,65.0,Ali,1
48,All About Steve,All About Steve,9/9/2014,11/6/2014,770680913.0,2009.0,7.0,30.0,All About Steve,1
52,Alone in the Dark,Alone in the Dark,1/5/2014,,14064.0,2005.0,1.0,10.0,Alone in the Dark,1
54,Amelia,Amelia,10/9/2014,9/7/2014,770795561.0,2009.0,21.0,31.0,Amelia,1
55,American Beauty,American Beauty,,,12878.0,1999.0,88.0,93.0,American Beauty,1
56,American Gangster,American Gangster,11/7/2014,7/6/2014,770671119.0,2007.0,80.0,87.0,American Gangster,1
57,American Graffiti,American Graffiti,8/1/1973,,10200.0,1973.0,95.0,84.0,American Graffiti,1
58,American History X,American History X,,2/1/1997,12900.0,1998.0,82.0,96.0,American History X,1
59,American Madness,American Madness,8/1/1932,,770672871.0,1932.0,-1.0,86.0,American Madness,1
65,American Splendor,American Splendor,9/3/2014,,13417.0,2003.0,94.0,87.0,American Splendor,1
67,"American, The",The American,9/10/2014,5/9/2014,771202361.0,2010.0,66.0,38.0,The American,1
69,An Education,An Education,10/9/2014,,770802627.0,2009.0,94.0,80.0,An Education,1
70,Analyze That,Analyze That,,6/2/2014,14627.0,2002.0,27.0,40.0,Analyze That,1
71,Analyze This,Analyze This,,7/1/1998,13689.0,1999.0,69.0,62.0,Analyze This,1
72,Anastasia,Anastasia,,6/19/1905,9895.0,1997.0,86.0,77.0,Anastasia,1
73,Angel Eyes,Angel Eyes,,10/1/1999,13942.0,2001.0,33.0,46.0,Angel Eyes,1
74,Angels & Demons,Angels & Demons,5/9/2014,4/8/2014,770676132.0,2009.0,37.0,58.0,Angels & Demons,1
75,Anna Karenina,Anna Karenina,11/12/2014,,771250010.0,2012.0,63.0,51.0,Anna Karenina,1
78,Anonymous,Anonymous,10/11/2014,,771207996.0,2011.0,47.0,54.0,Anonymous,1
79,Antitrust,Antitrust,1/1/2014,,11926.0,2001.0,24.0,51.0,Antitrust,1
84,April Fool's Day,April Fool's Day,3/1/1986,,14260.0,1986.0,36.0,48.0,April Fool's Day,1
86,Arbitrage,Arbitrage,9/12/2014,4/11/2014,771266208.0,2012.0,87.0,63.0,Arbitrage,1
87,Arcade,Arcade,,11/1/1990,420285967.0,1993.0,-1.0,36.0,Arcade,1
88,Arctic Blue,Arctic Blue,,,770680216.0,1993.0,-1.0,11.0,Arctic Blue,1
89,Argo,Argo,10/12/2014,,771256128.0,2012.0,96.0,90.0,Argo,1
90,Armageddon,Armageddon,,6/20/1905,770949055.0,1997.0,-1.0,100.0,Armageddon,1
91,Army of Darkness,Army of Darkness,,1/1/1991,13043.0,1993.0,70.0,87.0,Army of Darkness,1
92,Arsenic and Old Lace,Arsenic and Old Lace,9/1/1944,,18092.0,1944.0,92.0,92.0,Arsenic and Old Lace,1
93,Arthur,Arthur,4/11/2014,10/9/2014,771190128.0,2011.0,26.0,45.0,Arthur,1
101,Autumn in New York,Autumn in New York,8/1/2000,,11409.0,2000.0,20.0,55.0,Autumn in New York,1
102,Avatar,Avatar,12/9/2014,,665118753.0,2009.0,83.0,82.0,Avatar,1
105,Awakenings,Awakenings,,10/1/1989,10603.0,1990.0,87.0,89.0,Awakenings,1
106,Babel,Babel,11/6/2014,4/5/2014,314388060.0,2006.0,69.0,77.0,Babel,1
107,Bachelor Party,Bachelor Party,6/4/2014,,13796.0,1984.0,50.0,58.0,Bachelor Party,1
111,"Back-up Plan, The",The Back-up Plan,4/10/2014,8/7/2014,770805262.0,2010.0,18.0,45.0,The Back-up Plan,1
112,Backdraft,Backdraft,,6/13/1905,13033.0,1991.0,73.0,76.0,Backdraft,1
113,Bad Boys,Bad Boys,,6/1/1994,16193.0,1995.0,43.0,79.0,Bad Boys,1
114,Bad Day at Black Rock,Bad Day at Black Rock,1/1/1955,,18702.0,1955.0,96.0,88.0,Bad Day at Black Rock,1
115,Bad Dreams,Bad Dreams,4/1/1988,,388306961.0,1988.0,13.0,43.0,Bad Dreams,1
116,Bad Lieutenant,Bad Lieutenant,11/1/1992,11/1/1990,13570.0,1992.0,77.0,74.0,Bad Lieutenant,1
117,Bad Santa,Bad Santa,,2/2/2014,16986.0,2003.0,77.0,76.0,Bad Santa,1
118,Bad Teacher,Bad Teacher,6/11/2014,6/8/2014,771030879.0,2011.0,44.0,36.0,Bad Teacher,1
119,Badlands,Badlands,,5/26/1905,11145.0,1973.0,98.0,91.0,Badlands,1
120,Bamboozled,Bamboozled,,,16735.0,2000.0,48.0,75.0,Bamboozled,1
123,Basic,Basic,,3/1/2000,13691.0,2003.0,21.0,65.0,Basic,1
125,Basquiat,Basquiat,,,13273.0,1996.0,70.0,78.0,Basquiat,1
133,"Battle of Shaker Heights, The",The Battle of Shaker Heights,8/3/2014,,12502.0,2003.0,41.0,51.0,The Battle of Shaker Heights,1
136,Bean,Bean,,,12533.0,1997.0,42.0,53.0,Bean,1
137,Beasts of the Southern Wild,Beasts of the Southern Wild,6/12/2014,,771267232.0,2012.0,86.0,76.0,Beasts of the Southern Wild,1
139,Beginners,Beginners,6/11/2014,,771208735.0,2011.0,84.0,77.0,Beginners,1
140,Being Human,Being Human,,1/1/1992,243246168.0,1994.0,50.0,44.0,Being Human,1
144,Beloved,Beloved,10/1/1998,10/1/1996,13434.0,1998.0,78.0,72.0,Beloved,1
146,"Best Exotic Marigold Hotel, The",The Best Exotic Marigold Hotel,5/12/2014,1/11/2014,771252912.0,2012.0,78.0,79.0,The Best Exotic Marigold Hotel,1
147,Big,Big,,6/10/1905,10396.0,1988.0,97.0,81.0,Big,1
149,Big Fish,Big Fish,1/4/2014,,10167.0,2004.0,77.0,90.0,Big Fish,1
151,"Big White, The",The Big White,12/5/2014,3/4/2014,243164069.0,2005.0,30.0,57.0,The Big White,1
153,Birthday Girl,Birthday Girl,,1/1/2014,14392.0,2001.0,58.0,40.0,Birthday Girl,1
154,"Black Dahlia, The",The Black Dahlia,9/6/2014,,287865097.0,2006.0,32.0,27.0,The Black Dahlia,1
156,Black Snake Moan,Black Snake Moan,3/7/2014,,484814600.0,2007.0,66.0,69.0,Black Snake Moan,1
157,Black Swan,Black Swan,12/10/2014,1/10/2014,770738135.0,2010.0,87.0,84.0,Black Swan,1
159,Blade II,Blade II,,,13362.0,2002.0,59.0,68.0,Blade II,1
163,"Blind Side, The",The Blind Side,11/9/2014,4/9/2014,770808362.0,2009.0,66.0,85.0,The Blind Side,1
164,Blood and Wine,Blood and Wine,2/1/1997,12/1/1994,364525542.0,1997.0,61.0,36.0,Blood and Wine,1
167,Blue Valentine,Blue Valentine,12/10/2014,5/9/2014,770728350.0,2010.0,87.0,77.0,Blue Valentine,1
168,Blue Velvet,Blue Velvet,,,16022.0,1986.0,92.0,89.0,Blue Velvet,1
170,"Bodies, Rest & Motion","Bodies, Rest & Motion",,6/15/1905,14530.0,1993.0,52.0,51.0,"Bodies, Rest & Motion",1
171,Body Heat,Body Heat,,,13189.0,1981.0,97.0,80.0,Body Heat,1
173,Bodyguard,Bodyguard,,2/1/1992,770860597.0,2011.0,40.0,44.0,Bodyguard,1
176,Bonnie and Clyde,Bonnie and Clyde,,,13095.0,1967.0,90.0,88.0,Bonnie and Clyde,1
177,Boogie Nights,Boogie Nights,,,14134.0,1997.0,92.0,89.0,Boogie Nights,1
178,"Book of Eli, The",The Book of Eli,1/10/2014,6/7/2014,770804147.0,2010.0,48.0,64.0,The Book of Eli,1
182,Bound,Bound,10/1/1996,,13080.0,1996.0,92.0,82.0,Bound,1
183,"Bounty Hunter, The",The Bounty Hunter,3/10/2014,9/7/2014,770856804.0,2010.0,13.0,51.0,The Bounty Hunter,1
184,"Bourne Identity, The",The Bourne Identity,6/2/2014,9/1/2000,11357.0,2002.0,83.0,93.0,The Bourne Identity,1
186,"Bourne Ultimatum, The",The Bourne Ultimatum,8/7/2014,6/7/2014,358189806.0,2007.0,94.0,91.0,The Bourne Ultimatum,1
187,"Box, The",The Box,11/9/2014,9/6/2014,770686237.0,2009.0,44.0,23.0,The Box,1
188,Braveheart,Braveheart,,6/17/1905,12866.0,1995.0,81.0,85.0,Braveheart,1
190,Break,Break,,5/22/1905,770808614.0,2009.0,-1.0,19.0,Break,1
191,Breakdown,Breakdown,,3/1/1996,13916.0,1997.0,80.0,65.0,Breakdown,1
193,Brick,Brick,4/6/2014,,126518601.0,2006.0,80.0,86.0,Brick,1
194,Bridesmaids,Bridesmaids,5/11/2014,8/9/2014,771039065.0,2011.0,90.0,76.0,Bridesmaids,1
197,Broken Arrow,Broken Arrow,2/1/1996,3/1/1995,13733.0,1996.0,53.0,45.0,Broken Arrow,1
198,Broken Embraces,Broken Embraces,10/9/2014,,770770202.0,2009.0,81.0,74.0,Broken Embraces,1
199,"Brothers Bloom, The",The Brothers Bloom,9/8/2014,,417267090.0,2008.0,66.0,64.0,The Brothers Bloom,1
200,Bruce Almighty,Bruce Almighty,,7/2/2014,10528.0,2003.0,48.0,57.0,Bruce Almighty,1
202,Bull Durham,Bull Durham,6/1/1988,,16517.0,1988.0,97.0,83.0,Bull Durham,1
203,Buried,Buried,9/10/2014,,770819772.0,2010.0,87.0,64.0,Buried,1
205,Burn After Reading,Burn After Reading,9/8/2014,,770671944.0,2008.0,78.0,64.0,Burn After Reading,1
206,Burning Annie,Burning Annie,2/7/2014,1/2/2014,770701440.0,2004.0,29.0,25.0,Burning Annie,1
207,"Butterfly Effect, The",The Butterfly Effect,1/4/2014,,12979.0,2004.0,33.0,81.0,The Butterfly Effect,1
210,Capote,Capote,2/6/2014,,8267.0,2005.0,90.0,81.0,Capote,1
211,Carrie,Carrie,11/1/1976,,771305077.0,2013.0,49.0,48.0,Carrie,1
212,Cars 2,Cars 2,6/11/2014,,770805427.0,2011.0,39.0,51.0,Cars 2,1
214,Case 39,Case 39,10/10/2014,2/6/2014,770680570.0,2010.0,22.0,40.0,Case 39,1
217,Catch Me If You Can,Catch Me If You Can,12/2/2014,,10662.0,2002.0,96.0,89.0,Catch Me If You Can,1
219,Cecil B. Demented,Cecil B. Demented,8/1/2000,6/1/1998,14425.0,2000.0,52.0,68.0,Cecil B. Demented,1
220,Cedar Rapids,Cedar Rapids,2/11/2014,6/9/2014,771193483.0,2011.0,85.0,60.0,Cedar Rapids,1
223,Cellular,Cellular,9/4/2014,7/3/2014,12750.0,2004.0,55.0,60.0,Cellular,1
224,"Change-Up, The",The Change-Up,8/11/2014,7/9/2014,771041150.0,2011.0,25.0,48.0,The Change-Up,1
225,Changeling,Changeling,10/8/2014,,770677185.0,2008.0,62.0,82.0,Changeling,1
226,Chaos,Chaos,12/5/2014,3/4/2014,292599401.0,2006.0,20.0,58.0,Chaos,1
227,Charade,Charade,12/1/1963,10/1/1962,17945.0,1963.0,92.0,93.0,Charade,1
230,Chasing Sleep,Chasing Sleep,9/1/2014,,770671969.0,2000.0,50.0,47.0,Chasing Sleep,1
231,Cherry Falls,Cherry Falls,8/1/2000,2/1/1998,130560914.0,2000.0,46.0,31.0,Cherry Falls,1
232,Chinatown,Chinatown,6/1/1974,,12883.0,1974.0,98.0,93.0,Chinatown,1
235,"Cider House Rules, The",The Cider House Rules,12/1/1999,,10411.0,1999.0,71.0,78.0,The Cider House Rules,1
236,"Cincinnati Kid, The",The Cincinnati Kid,10/1/1965,,18270.0,1965.0,85.0,79.0,The Cincinnati Kid,1
240,City of Joy,City of Joy,,10/1/1990,11533.0,1992.0,57.0,77.0,City of Joy,1
241,Clash of the Titans,Clash of the Titans,4/10/2014,5/8/2014,10212.0,1981.0,66.0,70.0,Clash of the Titans,1
243,Cliffhanger,Cliffhanger,5/1/1993,,16194.0,1993.0,69.0,51.0,Cliffhanger,1
246,Cobb,Cobb,,7/1/1993,13673.0,1994.0,67.0,61.0,Cobb,1
247,Code of Silence,Code of Silence,5/1/1985,,14591.0,1985.0,50.0,51.0,Code of Silence,1
248,Cold Mountain,Cold Mountain,12/3/2014,,12931.0,2003.0,71.0,77.0,Cold Mountain,1
250,Collateral Damage,Collateral Damage,,4/1/2000,14008.0,2002.0,18.0,27.0,Collateral Damage,1
251,Colombiana,Colombiana,8/11/2014,8/9/2014,771205891.0,2011.0,27.0,67.0,Colombiana,1
252,Color of Night,Color of Night,8/1/1994,,13567.0,1994.0,22.0,32.0,Color of Night,1
253,Commando,Commando,10/1/1985,4/1/1985,13866.0,1985.0,69.0,68.0,Commando,1
254,Conan the Barbarian,Conan the Barbarian,8/11/2014,10/9/2014,770782767.0,2011.0,24.0,30.0,Conan the Barbarian,1
255,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,,5/1/1998,13421.0,2002.0,79.0,76.0,Confessions of a Dangerous Mind,1
256,Confidence,Confidence,,3/1/2000,14362.0,2003.0,71.0,71.0,Confidence,1
257,Constantine,Constantine,2/5/2014,11/2/2014,12977.0,2005.0,46.0,73.0,Constantine,1
259,"Cooler, The",The Cooler,11/3/2014,,13608.0,2003.0,77.0,70.0,The Cooler,1
261,Coraline,Coraline,2/9/2014,,770680446.0,2009.0,90.0,72.0,Coraline,1
262,Coriolanus,Coriolanus,1/12/2014,,771204667.0,2011.0,93.0,58.0,Coriolanus,1
264,Cowboys & Aliens,Cowboys & Aliens,7/11/2014,8/9/2014,770863875.0,2011.0,44.0,44.0,Cowboys & Aliens,1
265,Cradle 2 the Grave,Cradle 2 the Grave,,5/2/2014,15988.0,2003.0,26.0,53.0,Cradle 2 the Grave,1
266,Crank,Crank,9/6/2014,2/5/2014,276994403.0,2006.0,61.0,71.0,Crank,1
269,Crazylove,Crazylove,10/5/2014,3/4/2014,760382751.0,2005.0,-1.0,55.0,Crazylove,1
270,Creation,Creation,1/10/2014,,770800781.0,2009.0,45.0,49.0,Creation,1
271,Crime Spree,Crime Spree,9/3/2014,3/1/1996,14794.0,2003.0,43.0,57.0,Crime Spree,1
272,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",,,10267.0,2001.0,97.0,86.0,"Crouching Tiger, Hidden Dragon",1
273,Croupier,Croupier,4/1/2000,,17214.0,1998.0,98.0,80.0,Croupier,1
280,"Curious Case of Benjamin Button, The",The Curious Case of Benjamin Button,12/8/2014,10/7/2014,770669386.0,2008.0,73.0,80.0,The Curious Case of Benjamin Button,1
281,Custody,Custody,,,770800386.0,2007.0,-1.0,48.0,Custody,1
282,"Damned United, The",The Damned United,10/9/2014,,770802240.0,2009.0,94.0,85.0,The Damned United,1
285,"Dark Knight Rises, The",The Dark Knight Rises,7/12/2014,,771041731.0,2012.0,88.0,90.0,The Dark Knight Rises,1
288,Darkman,Darkman,8/1/1990,2/1/1989,16857.0,1990.0,80.0,58.0,Darkman,1
289,Date Night,Date Night,4/10/2014,6/8/2014,770808107.0,2010.0,67.0,55.0,Date Night,1
290,Dave Barry's Complete Guide to Guys,Dave Barry's Complete Guide to Guys,5/6/2014,2/4/2014,770678588.0,2005.0,-1.0,22.0,Dave Barry's Complete Guide to Guys,1
291,Dawn of the Dead,Dawn of the Dead,,5/30/1905,17051.0,2004.0,75.0,77.0,Dawn of the Dead,1
292,Day of the Dead,Day of the Dead,,6/7/1905,17930.0,1985.0,82.0,75.0,Day of the Dead,1
295,Days of Heaven,Days of Heaven,,6/1/1976,10859.0,1978.0,93.0,89.0,Days of Heaven,1
297,Death at a Funeral,Death at a Funeral,4/10/2014,2/9/2014,770669823.0,2007.0,61.0,79.0,Death at a Funeral,1
298,Death to Smoochy,Death to Smoochy,,3/1/1997,13722.0,2002.0,42.0,67.0,Death to Smoochy,1
299,"Debt, The",The Debt,8/11/2014,,770815579.0,2011.0,77.0,66.0,The Debt,1
300,Deception,Deception,4/8/2014,9/5/2014,770680663.0,2008.0,14.0,31.0,Deception,1
301,Deep Cover,Deep Cover,4/1/1992,,14730.0,1992.0,85.0,77.0,Deep Cover,1
304,Defiance,Defiance,1/9/2014,,770682436.0,2008.0,57.0,73.0,Defiance,1
305,"Departed, The",The Departed,10/6/2014,,314387087.0,2006.0,92.0,94.0,The Departed,1
306,"Descendants, The",The Descendants,12/11/2014,,771236985.0,2011.0,89.0,79.0,The Descendants,1
307,Despicable Me 2,Despicable Me 2,7/13/2014,,771245727.0,2013.0,75.0,85.0,Despicable Me 2,1
308,Detroit Rock City,Detroit Rock City,8/1/1999,,13740.0,1999.0,47.0,83.0,Detroit Rock City,1
309,Devil in a Blue Dress,Devil in a Blue Dress,9/1/1995,3/1/1994,13753.0,1995.0,87.0,69.0,Devil in a Blue Dress,1
312,Die Hard 2,Die Hard 2,7/1/1990,11/1/1989,16789.0,1990.0,66.0,70.0,Die Hard 2,1
313,Diner,Diner,3/1/1982,,13575.0,1982.0,96.0,78.0,Diner,1
314,"Distinguished Gentleman, The",The Distinguished Gentleman,,12/1/2000,13928.0,1992.0,13.0,37.0,The Distinguished Gentleman,1
315,Disturbia,Disturbia,4/7/2014,3/6/2014,554237964.0,2007.0,68.0,78.0,Disturbia,1
316,Django Unchained,Django Unchained,12/12/2014,,771245718.0,2012.0,88.0,92.0,Django Unchained,1
319,Dogma,Dogma,,6/21/1905,13107.0,1999.0,67.0,86.0,Dogma,1
320,Donnie Brasco,Donnie Brasco,,7/1/1992,16820.0,1997.0,87.0,89.0,Donnie Brasco,1
323,Double Indemnity,Double Indemnity,9/1/1944,,17019.0,1944.0,96.0,95.0,Double Indemnity,1
324,Drag Me to Hell,Drag Me to Hell,5/9/2014,9/7/2014,770785298.0,2009.0,92.0,62.0,Drag Me to Hell,1
325,Dragonslayer,Dragonslayer,,6/3/1905,10449.0,1981.0,85.0,62.0,Dragonslayer,1
326,Drive,Drive,9/11/2014,9/10/2014,771224338.0,2011.0,93.0,78.0,Drive,1
327,Drive Angry,Drive Angry,2/11/2014,3/9/2014,770858012.0,2011.0,45.0,37.0,Drive Angry,1
331,Dumb and Dumber,Dumb and Dumber,,11/1/1993,10194.0,1997.0,64.0,84.0,Dumb and Dumber,1
332,Dune,Dune,,12/1/1983,10851.0,1984.0,55.0,68.0,Dune,1
334,Eagle Eye,Eagle Eye,9/8/2014,3/7/2014,770675744.0,2008.0,26.0,62.0,Eagle Eye,1
335,Eastern Promises,Eastern Promises,9/7/2014,,770671901.0,2007.0,89.0,83.0,Eastern Promises,1
336,Easy A,Easy A,9/10/2014,8/8/2014,770813310.0,2010.0,85.0,77.0,Easy A,1
339,Edward Scissorhands,Edward Scissorhands,,9/1/1990,10019.0,1990.0,91.0,91.0,Edward Scissorhands,1
340,Eight Legged Freaks,Eight Legged Freaks,,7/1/2000,12821.0,2002.0,48.0,32.0,Eight Legged Freaks,1
343,"Elephant Man, The",The Elephant Man,10/1/1980,,10377.0,1980.0,91.0,93.0,The Elephant Man,1
347,Enough,Enough,5/2/2014,,10813.0,2002.0,22.0,68.0,Enough,1
355,Even Cowgirls Get the Blues,Even Cowgirls Get the Blues,5/1/1994,,14680.0,1994.0,22.0,28.0,Even Cowgirls Get the Blues,1
356,Event Horizon,Event Horizon,8/1/1997,,13353.0,1997.0,24.0,63.0,Event Horizon,1
359,Excalibur,Excalibur,4/1/1981,,13073.0,1981.0,82.0,81.0,Excalibur,1
361,eXistenZ,eXistenZ,4/1/1999,10/1/1996,13224.0,1999.0,71.0,70.0,eXistenZ,1
362,Extract,Extract,9/9/2014,3/8/2014,770791072.0,2009.0,63.0,38.0,Extract,1
366,Fair Game,Fair Game,11/10/2014,,770809925.0,2010.0,79.0,66.0,Fair Game,1
372,Fatal Instinct,Fatal Instinct,,6/15/1905,12162.0,1993.0,19.0,42.0,Fatal Instinct,1
374,Feast,Feast,9/6/2014,5/4/2014,287865377.0,2006.0,56.0,60.0,Feast,1
376,Field of Dreams,Field of Dreams,4/1/1989,3/1/1988,11618.0,1989.0,87.0,87.0,Field of Dreams,1
381,Final Destination 2,Final Destination 2,,,13166.0,2003.0,47.0,59.0,Final Destination 2,1
382,Finding Nemo,Finding Nemo,5/3/2014,5/3/2014,9377.0,2003.0,99.0,86.0,Finding Nemo,1
384,Flash Gordon,Flash Gordon,12/1/1980,3/1/1979,10762.0,1980.0,81.0,70.0,Flash Gordon,1
385,Fletch,Fletch,,5/1/1986,10276.0,1985.0,75.0,83.0,Fletch,1
386,Flight,Flight,11/12/2014,12/11/2014,771307095.0,2012.0,78.0,75.0,Flight,1
387,"Flintstones, The",The Flintstones,,9/1/1987,12326.0,1994.0,22.0,24.0,The Flintstones,1
390,Four Rooms,Four Rooms,12/1/1995,,13075.0,1995.0,14.0,71.0,Four Rooms,1
391,Fracture,Fracture,4/7/2014,1/5/2014,632318478.0,2007.0,72.0,73.0,Fracture,1
392,Frances,Frances,12/1/1982,,16757.0,1982.0,93.0,78.0,Frances,1
393,Frankenstein,Frankenstein,11/1/1994,2/1/1993,771351525.0,2015.0,-1.0,99.0,Frankenstein,1
394,Freaked,Freaked,10/1/1993,1/1/1992,280158885.0,1993.0,47.0,64.0,Freaked,1
400,Fright Night,Fright Night,8/11/2014,,771028776.0,2011.0,72.0,59.0,Fright Night,1
403,From Here to Eternity,From Here to Eternity,9/1/1953,8/1/1952,18520.0,1953.0,89.0,85.0,From Here to Eternity,1
404,Frozen,Frozen,2/10/2014,1/9/2014,770856799.0,2010.0,62.0,46.0,Frozen,1
405,Frozen River,Frozen River,8/8/2014,,770682503.0,2008.0,87.0,74.0,Frozen River,1
408,Funny People,Funny People,7/9/2014,4/8/2014,770752737.0,2009.0,68.0,48.0,Funny People,1
409,G.I. Jane,G.I. Jane,,8/1/1995,13393.0,1997.0,55.0,54.0,G.I. Jane,1
411,Game 6,Game 6,6/5/2014,5/4/2014,49249001.0,2005.0,60.0,38.0,Game 6,1
413,Gamer,Gamer,9/9/2014,9/7/2014,770681197.0,2009.0,29.0,39.0,Gamer,1
414,Gandhi,Gandhi,12/1/1982,,10197.0,1982.0,87.0,93.0,Gandhi,1
415,Gang Related,Gang Related,10/1/1997,,14650.0,1997.0,56.0,67.0,Gang Related,1
416,Gangs of New York,Gangs of New York,,2/2/2014,13106.0,2002.0,75.0,81.0,Gangs of New York,1
418,Get Carter,Get Carter,3/1/1971,,15255.0,2000.0,12.0,28.0,Get Carter,1
419,Get Low,Get Low,7/10/2014,,770808815.0,2010.0,84.0,75.0,Get Low,1
421,"Getaway, The",The Getaway,,2/1/1972,10989.0,1972.0,85.0,82.0,The Getaway,1
422,Ghost,Ghost,,9/1/1990,10185.0,1990.0,74.0,81.0,Ghost,1
424,Ghost Rider,Ghost Rider,2/7/2014,4/1/2014,364555500.0,2007.0,26.0,48.0,Ghost Rider,1
427,Ghostbusters,Ghostbusters,,5/1/1988,12000.0,1984.0,96.0,87.0,Ghostbusters,1
428,Ghostbusters 2,Ghostbusters 2,,2/1/1989,11227.0,1989.0,51.0,61.0,Ghostbusters 2,1
429,Ginger Snaps,Ginger Snaps,5/1/2014,7/1/1996,16854.0,2000.0,89.0,78.0,Ginger Snaps,1
430,"Girl with the Dragon Tattoo, The",The Girl with the Dragon Tattoo,12/11/2014,,771202144.0,2011.0,86.0,86.0,The Girl with the Dragon Tattoo,1
431,Gladiator,Gladiator,,10/1/1998,13065.0,2000.0,76.0,87.0,Gladiator,1
440,"Good Girl, The",The Good Girl,8/2/2014,,13289.0,2002.0,81.0,59.0,The Good Girl,1
443,Gothika,Gothika,11/3/2014,12/2/2014,14382.0,2003.0,15.0,46.0,Gothika,1
445,Gran Torino,Gran Torino,1/9/2014,,770785728.0,2008.0,79.0,90.0,Gran Torino,1
446,Grand Hotel,Grand Hotel,4/1/1932,,19274.0,1932.0,87.0,78.0,Grand Hotel,1
447,Grand Theft Parsons,Grand Theft Parsons,6/4/2014,6/3/2014,11810.0,2003.0,44.0,52.0,Grand Theft Parsons,1
449,"Green Mile, The",The Green Mile,,11/1/1997,12939.0,1999.0,80.0,94.0,The Green Mile,1
